option1,option2,option3
cucchiaio,documento,portafoglio,succo,spinaci,satellite
verde,satellite,viola,spinaci,﻿anello,viola
coccodrillo,satellite,gessetto,cipolla,cipolla,panchina
stuzzicadenti,timone,menta,pidocchio,forchetta,lavagna
mais,caramella,fiammifero,succo,cucchiaio,stuzzicadenti
succo,mappa,crostino,satellite,gessetto,caramella
coccodrillo,equilatero,gessetto,soglia,ciotola,cuscino
ciotola,succo,equilatero,damigiana,lattuga,panchina
giallo,lanterna,fiammifero,cipolla,gessetto,blu
eccentrico,documento,leone,equilatero,fiammifero,blu
forchetta,cipolla,coperta,satellite,spremiagrumi,equilibrio
succo,libreria,cucchiaio,cavolo,lavagna,soglia
penna,spremiagrumi,portafoglio,cipolla,portafoglio,limone
piatto,equilibrio,portafoglio,appuntamento,menta,cassettiera
leone,cassettiera,stuzzicadenti,bidet,cucchiaio,rana
penna,menta,leone,posacenere,rosa,sega
crostino,documento,forchetta,damigiana,cucchiaio,soglia
timone,autorità,diario,stuzzicadenti,lavagna,portafoglio
giallo,lattuga,ciotola,pomodoro,spremiagrumi,libreria
spremiagrumi,mappa,rana,damigiana,rana,satellite
﻿anello,limone,candela,rana,viola,mais
rosa,mappa,cuscino,viola,coperta,cucchiaio
candela,stuzzicadenti,piatto,bidet,candela,coperta
cuscino,diario,mais,leone,eccentrico,bidet
limone,cipolla,fiammifero,cassettiera,succo,panchina
blu,rana,coperta,crostino,lavagna,mais
lavagna,bersaglio,piatto,soglia,panchina,libreria
giallo,blu,posacenere,panchina,verde,blu
cuscino,equilibrio,rana,autorità,ciotola,lavagna
rana,panchina,pidocchio,sega,sole,agenda
portafoglio,spremiagrumi,diario,lattuga,cuscino,libreria
viola,coccodrillo,equilatero,cassettiera,coperta,ciliegio
sega,documento,eccentrico,caramella,penna,lanterna
giallo,viola,forchetta,bersaglio,blu,panchina
penna,documento,portafoglio,satellite,bidet,autostrada
documento,cassettiera,penna,verde,fiammifero,libreria
libreria,autorità,diario,pidocchio,eccentrico,sega
viola,libreria,fiammifero,autorità,menta,crostino
cucchiaio,pidocchio,giallo,damigiana,menta,panchina
coperta,equilatero,portafoglio,rana,fiammifero,autostrada
gessetto,posacenere,diario,gessetto,forchetta,pomodoro
candela,mais,limone,equilatero,caramella,agenda
verde,crostino,ciotola,spremiagrumi,cucchiaio,diario
forchetta,coccodrillo,lattuga,bidet,coperta,rana
satellite,autostrada,equilatero,bersaglio,mappa,equilibrio
braccialetto,coperta,succo,caramella,crostino,pidocchio
bersaglio,documento,verde,eccentrico,spinaci,rana
equilibrio,autorità,spinaci,caramella,menta,sega
candela,blu,portafoglio,giallo,limone,pidocchio
penna,equilatero,leone,appuntamento,cucchiaio,cassettiera
coperta,verde,blu,pomodoro,lattuga,autorità
sole,bersaglio,braccialetto,giallo,eccentrico,ciliegio
spinaci,equilibrio,gessetto,lattuga,bidet,crostino
lavagna,damigiana,menta,leone,rosa,agenda
libreria,appuntamento,giallo,bersaglio,﻿anello,cucchiaio
﻿anello,diario,cuscino,pidocchio,gessetto,penna
leone,bidet,viola,autostrada,﻿anello,piatto
mappa,cassettiera,limone,caramella,soglia,cassettiera
limone,satellite,fiammifero,leone,documento,autorità
fiammifero,verde,piatto,viola,timone,soglia
﻿anello,appuntamento,mais,autorità,verde,succo
pidocchio,documento,braccialetto,candela,cucchiaio,lavagna
lanterna,mappa,penna,stuzzicadenti,diario,ciliegio
cavolo,eccentrico,portafoglio,autostrada,fiammifero,spremiagrumi
bidet,sega,viola,bidet,portafoglio,ciliegio
fiammifero,satellite,equilatero,libreria,sole,menta
lavagna,verde,lavagna,cipolla,cucchiaio,viola
pomodoro,autostrada,rana,bersaglio,pomodoro,bidet
panchina,soglia,lavagna,sole,damigiana,autorità
portafoglio,sole,coperta,sega,cucchiaio,penna
candela,damigiana,blu,bidet,lavagna,libreria
timone,spinaci,lanterna,soglia,viola,sega
gessetto,pomodoro,spremiagrumi,panchina,ciotola,rana
piatto,sega,candela,leone,spinaci,posacenere
viola,lattuga,lavagna,leone,diario,caramella
﻿anello,rosa,equilatero,sega,panchina,documento
diario,cassettiera,forchetta,caramella,posacenere,ciliegio
braccialetto,portafoglio,gessetto,limone,succo,cassettiera
spremiagrumi,ciliegio,spremiagrumi,succo,cipolla,appuntamento
candela,verde,gessetto,rosa,lattuga,ciliegio
rosa,damigiana,diario,viola,pomodoro,satellite
rosa,autorità,rana,eccentrico,cavolo,satellite
cuscino,posacenere,autorità,soglia,cipolla,leone
menta,damigiana,cavolo,panchina,posacenere,libreria
coccodrillo,leone,stuzzicadenti,autorità,verde,mappa
menta,soglia,blu,autostrada,lattuga,documento
diario,limone,viola,cassettiera,lavagna,penna
candela,ciotola,﻿anello,cuscino,penna,sole
lattuga,eccentrico,lattuga,satellite,lavagna,ciliegio
coccodrillo,documento,forchetta,piatto,forchetta,gessetto
eccentrico,soglia,blu,lanterna,rana,lanterna
lanterna,bidet,penna,sega,penna,rana
ciotola,cassettiera,pidocchio,soglia,mais,libreria
rosa,cavolo,forchetta,spremiagrumi,lavagna,agenda
sega,equilibrio,stuzzicadenti,cassettiera,menta,lanterna
lattuga,rana,stuzzicadenti,pomodoro,diario,menta
gessetto,satellite,﻿anello,crostino,candela,spinaci
spremiagrumi,agenda,gessetto,giallo,piatto,mais
piatto,verde,cucchiaio,damigiana,coperta,spremiagrumi
lanterna,libreria,verde,sole,pomodoro,equilibrio
equilatero,bidet,ciotola,cucchiaio,piatto,cipolla
coperta,penna,viola,sole,candela,cavolo
giallo,agenda,gessetto,mais,bidet,cassettiera
forchetta,documento,﻿anello,coccodrillo,limone,menta
cavolo,lanterna,rosa,leone,fiammifero,documento
gessetto,sole,forchetta,equilibrio,forchetta,mappa
equilatero,agenda,giallo,rosa,eccentrico,autostrada
piatto,portafoglio,succo,ciliegio,coperta,forchetta
limone,cavolo,pomodoro,equilatero,ciotola,blu
bersaglio,appuntamento,pomodoro,rana,viola,damigiana
ciotola,coccodrillo,verde,coccodrillo,candela,cipolla
ciotola,rosa,penna,libreria,limone,lanterna
candela,bersaglio,braccialetto,agenda,ciotola,lanterna
spremiagrumi,eccentrico,rosa,bersaglio,cucchiaio,ciliegio
leone,damigiana,cucchiaio,leone,braccialetto,panchina
﻿anello,leone,spremiagrumi,autorità,menta,spinaci
forchetta,leone,cuscino,blu,limone,lattuga
equilibrio,documento,sega,mappa,spinaci,pomodoro
spinaci,bersaglio,succo,leone,braccialetto,leone
sole,cassettiera,candela,libreria,succo,coccodrillo
bidet,satellite,braccialetto,soglia,stuzzicadenti,coccodrillo
candela,caramella,fiammifero,posacenere,gessetto,pidocchio
forchetta,menta,braccialetto,menta,viola,soglia
cipolla,posacenere,succo,lanterna,diario,equilibrio
sole,posacenere,spremiagrumi,soglia,lavagna,bidet
ciotola,stuzzicadenti,lattuga,cipolla,﻿anello,ciotola
blu,satellite,penna,cassettiera,cuscino,limone
fiammifero,eccentrico,cipolla,satellite,mais,agenda
mais,crostino,penna,cavolo,spinaci,autostrada
blu,succo,menta,appuntamento,leone,libreria
sega,autorità,﻿anello,ciliegio,timone,verde
﻿anello,candela,﻿anello,panchina,cuscino,lattuga
sole,leone,verde,menta,candela,limone
braccialetto,bidet,forchetta,lattuga,portafoglio,crostino
braccialetto,penna,posacenere,agenda,lavagna,equilatero
ciliegio,documento,damigiana,bersaglio,forchetta,blu
caramella,cassettiera,lanterna,autorità,braccialetto,documento
forchetta,rosa,leone,pidocchio,gessetto,ciliegio
succo,bidet,cavolo,posacenere,lattuga,lanterna
pomodoro,ciliegio,cipolla,mais,﻿anello,pomodoro
lavagna,satellite,pidocchio,satellite,caramella,documento
braccialetto,autostrada,diario,piatto,rana,libreria
lattuga,leone,pomodoro,crostino,rosa,limone
cuscino,coccodrillo,timone,viola,crostino,sega
coperta,portafoglio,cucchiaio,eccentrico,coperta,spinaci
spinaci,bidet,braccialetto,cucchiaio,braccialetto,crostino
leone,sega,portafoglio,cavolo,﻿anello,forchetta
blu,autorità,fiammifero,mappa,rana,agenda
forchetta,verde,limone,spinaci,﻿anello,lattuga
sega,ciliegio,panchina,sega,caramella,autostrada
lavagna,spinaci,ciotola,gessetto,verde,lanterna
eccentrico,agenda,rana,sega,fiammifero,sega
blu,cassettiera,lavagna,giallo,candela,autostrada
forchetta,giallo,libreria,cassettiera,cuscino,cavolo
mappa,satellite,candela,sole,timone,agenda
limone,appuntamento,posacenere,damigiana,coperta,limone
blu,eccentrico,sole,pidocchio,lattuga,equilibrio
rosa,pomodoro,cuscino,sole,forchetta,penna
spremiagrumi,posacenere,cuscino,autorità,cucchiaio,coccodrillo
cuscino,rana,timone,leone,cucchiaio,satellite
cucchiaio,succo,fiammifero,portafoglio,candela,sega
gessetto,spremiagrumi,pomodoro,documento,﻿anello,libreria
equilatero,panchina,lanterna,equilibrio,piatto,sole
timone,crostino,giallo,coccodrillo,timone,giallo
penna,blu,cavolo,autorità,braccialetto,posacenere
candela,viola,braccialetto,ciliegio,penna,agenda
﻿anello,agenda,pidocchio,appuntamento,giallo,cassettiera
portafoglio,caramella,rosa,documento,stuzzicadenti,soglia
gessetto,succo,braccialetto,equilatero,rosa,libreria
ciotola,pidocchio,lattuga,posacenere,caramella,equilibrio
diario,agenda,limone,sole,cuscino,agenda
cuscino,eccentrico,equilatero,ciliegio,stuzzicadenti,mais
posacenere,appuntamento,coperta,documento,succo,bersaglio
lanterna,agenda,giallo,libreria,menta,bidet
coccodrillo,appuntamento,lavagna,documento,cavolo,mais
caramella,bersaglio,cucchiaio,forchetta,braccialetto,cipolla
rosa,lanterna,timone,bersaglio,rana,autostrada
coccodrillo,cassettiera,viola,pomodoro,ciotola,satellite
portafoglio,lattuga,giallo,spinaci,limone,ciliegio
portafoglio,cassettiera,sega,agenda,autostrada,autorità
fiammifero,giallo,penna,posacenere,rana,cassettiera
penna,piatto,fiammifero,caramella,candela,timone
spinaci,mais,spremiagrumi,damigiana,lattuga,bersaglio
pidocchio,autostrada,sole,caramella,lattuga,cassettiera
lattuga,soglia,rosa,menta,diario,rana
lanterna,panchina,satellite,libreria,satellite,agenda
autostrada,cassettiera,posacenere,bidet,piatto,succo
cuscino,giallo,timone,ciliegio,cipolla,equilibrio
cuscino,caramella,braccialetto,limone,ciliegio,soglia
eccentrico,libreria,candela,spremiagrumi,succo,appuntamento
ciotola,verde,equilatero,crostino,limone,spremiagrumi
cucchiaio,caramella,leone,satellite,succo,damigiana
piatto,cassettiera,succo,documento,blu,caramella
braccialetto,damigiana,menta,satellite,coccodrillo,crostino
succo,equilatero,libreria,documento,piatto,agenda
sega,appuntamento,forchetta,autostrada,spremiagrumi,pomodoro
cipolla,autorità,cuscino,sega,braccialetto,caramella
verde,spinaci,verde,spremiagrumi,autorità,cassettiera
giallo,succo,cavolo,libreria,blu,appuntamento
verde,panchina,leone,agenda,lattuga,agenda
blu,cavolo,timone,lanterna,menta,libreria
coccodrillo,libreria,coccodrillo,autostrada,rosa,ciliegio
piatto,leone,gessetto,eccentrico,pomodoro,autorità
lavagna,spremiagrumi,coperta,libreria,satellite,documento
documento,autostrada,damigiana,equilibrio,﻿anello,gessetto
piatto,coccodrillo,cavolo,lattuga,candela,lavagna
giallo,caramella,forchetta,crostino,forchetta,equilatero
lavagna,autostrada,fiammifero,equilibrio,panchina,agenda
cuscino,soglia,limone,autorità,cipolla,crostino
sega,bersaglio,sole,bidet,cavolo,equilibrio
portafoglio,mappa,﻿anello,mappa,lavagna,cavolo
stuzzicadenti,sega,﻿anello,timone,caramella,pidocchio
cipolla,bidet,mais,bersaglio,penna,timone
penna,satellite,penna,panchina,succo,rana
braccialetto,eccentrico,pomodoro,eccentrico,limone,bersaglio
braccialetto,bersaglio,coperta,soglia,portafoglio,panchina
lanterna,caramella,viola,appuntamento,mais,lanterna
portafoglio,agenda,spinaci,equilatero,giallo,sole
menta,rana,portafoglio,menta,cuscino,portafoglio
piatto,bersaglio,spremiagrumi,cassettiera,stuzzicadenti,equilatero
cavolo,cipolla,mais,satellite,gessetto,lavagna
cuscino,stuzzicadenti,leone,eccentrico,bidet,pidocchio
diario,satellite,﻿anello,giallo,ciotola,panchina
cucchiaio,giallo,diario,documento,eccentrico,equilibrio
cavolo,pidocchio,ciliegio,autorità,coperta,sole
agenda,cassettiera,lavagna,pidocchio,verde,ciliegio
rosa,cassettiera,coperta,timone,candela,soglia
libreria,equilibrio,braccialetto,mais,succo,eccentrico
lanterna,damigiana,coperta,cipolla,diario,portafoglio
piatto,ciliegio,timone,equilibrio,penna,leone
candela,lattuga,mais,equilibrio,lavagna,posacenere
diario,crostino,coccodrillo,bersaglio,cuscino,ciliegio
viola,cipolla,mappa,appuntamento,﻿anello,rana
lavagna,lattuga,gessetto,cassettiera,lattuga,mappa
succo,satellite,succo,cipolla,﻿anello,eccentrico
spinaci,sega,braccialetto,cuscino,piatto,damigiana
stuzzicadenti,eccentrico,lavagna,sega,gessetto,rana
cuscino,piatto,ciotola,piatto,spremiagrumi,bersaglio
rosa,appuntamento,cuscino,documento,fiammifero,menta
fiammifero,equilatero,﻿anello,spremiagrumi,succo,pidocchio
eccentrico,crostino,portafoglio,libreria,﻿anello,equilibrio
cipolla,damigiana,cucchiaio,crostino,crostino,mappa
rana,equilatero,cucchiaio,sole,eccentrico,bersaglio
viola,leone,diario,autorità,spinaci,appuntamento
stuzzicadenti,sole,piatto,appuntamento,fiammifero,pomodoro
limone,cassettiera,cucchiaio,sega,﻿anello,caramella
spremiagrumi,menta,penna,bidet,lavagna,lanterna
candela,rosa,agenda,documento,fiammifero,mais
blu,mappa,stuzzicadenti,pidocchio,stuzzicadenti,limone
stuzzicadenti,verde,stuzzicadenti,damigiana,equilatero,eccentrico
﻿anello,bersaglio,stuzzicadenti,lanterna,piatto,rosa
candela,succo,verde,cassettiera,lanterna,autostrada
fiammifero,rosa,ciotola,agenda,braccialetto,stuzzicadenti
forchetta,portafoglio,blu,limone,limone,rana
viola,menta,forchetta,libreria,caramella,autorità
candela,eccentrico,stuzzicadenti,giallo,sole,equilatero
braccialetto,appuntamento,﻿anello,spinaci,posacenere,mappa
stuzzicadenti,spremiagrumi,mais,panchina,gessetto,bidet
lanterna,bersaglio,pomodoro,agenda,braccialetto,diario
autostrada,appuntamento,ciotola,damigiana,succo,mais
pidocchio,libreria,cuscino,succo,cipolla,cassettiera
agenda,autorità,mais,cassettiera,succo,soglia
piatto,blu,fiammifero,lanterna,equilatero,appuntamento
autostrada,soglia,fiammifero,sole,posacenere,lanterna
timone,pomodoro,candela,cucchiaio,rosa,succo
fiammifero,viola,blu,equilibrio,pomodoro,bersaglio
giallo,spremiagrumi,pomodoro,lanterna,bidet,soglia
menta,coccodrillo,diario,autostrada,pomodoro,sega
coperta,pidocchio,menta,bersaglio,fiammifero,piatto
leone,lanterna,mais,soglia,timone,rana
damigiana,soglia,braccialetto,sega,mais,ciliegio
timone,damigiana,bidet,damigiana,giallo,crostino
cucchiaio,fiammifero,blu,soglia,verde,mais
penna,portafoglio,panchina,equilibrio,limone,agenda
cipolla,agenda,pidocchio,ciliegio,coccodrillo,panchina
piatto,giallo,equilatero,caramella,cuscino,fiammifero
posacenere,documento,candela,bidet,spremiagrumi,mais
pidocchio,cassettiera,viola,spremiagrumi,forchetta,viola
spinaci,leone,ciotola,viola,stuzzicadenti,ciliegio
penna,damigiana,lattuga,equilatero,sole,crostino
sole,mais,posacenere,crostino,verde,damigiana
autorità,appuntamento,verde,cavolo,spinaci,eccentrico
spremiagrumi,cipolla,gessetto,bersaglio,bidet,caramella
sega,soglia,ciotola,sole,rosa,spremiagrumi
diario,succo,pomodoro,damigiana,diario,panchina
blu,pidocchio,stuzzicadenti,libreria,posacenere,caramella
viola,eccentrico,gessetto,lanterna,timone,documento
lavagna,succo,fiammifero,bidet,cipolla,rana
lattuga,autostrada,giallo,bidet,viola,autorità
panchina,pidocchio,sole,damigiana,penna,eccentrico
equilatero,soglia,diario,spremiagrumi,coccodrillo,ciliegio
mais,mappa,verde,cipolla,posacenere,eccentrico
libreria,autostrada,braccialetto,piatto,gessetto,piatto
diario,rosa,diario,appuntamento,ciotola,caramella
sole,cipolla,cucchiaio,autostrada,lavagna,cassettiera
forchetta,timone,cuscino,autostrada,coccodrillo,mappa
fiammifero,ciliegio,diario,giallo,coccodrillo,damigiana
sole,satellite,panchina,appuntamento,diario,cipolla
timone,autostrada,coperta,bersaglio,spremiagrumi,caramella
stuzzicadenti,cavolo,portafoglio,spinaci,sole,equilibrio
limone,equilibrio,coperta,giallo,verde,sega
lattuga,crostino,stuzzicadenti,mappa,forchetta,soglia
giallo,equilibrio,lattuga,libreria,limone,panchina
coperta,damigiana,penna,lattuga,viola,equilatero
pomodoro,cipolla,forchetta,cavolo,limone,libreria
﻿anello,lavagna,spremiagrumi,leone,equilatero,equilibrio
bidet,equilibrio,cuscino,pomodoro,viola,bersaglio
ciotola,appuntamento,diario,verde,cucchiaio,equilatero
spremiagrumi,lattuga,cavolo,rana,giallo,soglia
libreria,bersaglio,cucchiaio,equilibrio,menta,mappa
candela,ciliegio,fiammifero,limone,penna,spinaci
piatto,documento,diario,sega,lavagna,appuntamento
limone,sega,ciotola,penna,diario,equilatero
lanterna,cassettiera,mais,sega,portafoglio,bidet
cavolo,caramella,coperta,succo,portafoglio,blu
crostino,autorità,cavolo,appuntamento,cuscino,cipolla
cuscino,bidet,satellite,soglia,giallo,satellite
piatto,limone,leone,documento,cuscino,damigiana
cipolla,ciliegio,eccentrico,panchina,bersaglio,autorità
spremiagrumi,sega,gessetto,libreria,gessetto,damigiana
spinaci,documento,spinaci,pidocchio,verde,leone
pidocchio,equilibrio,braccialetto,lanterna,cucchiaio,mappa
stuzzicadenti,lattuga,braccialetto,timone,libreria,agenda
fiammifero,lattuga,giallo,autorità,coperta,coccodrillo
mappa,soglia,rana,mappa,ciliegio,equilibrio
cucchiaio,posacenere,﻿anello,documento,fiammifero,bersaglio
cucchiaio,timone,spinaci,crostino,cipolla,bersaglio
giallo,pomodoro,sole,spinaci,blu,lattuga
damigiana,documento,verde,pomodoro,equilatero,autostrada
lanterna,equilatero,cipolla,documento,rosa,spinaci
viola,posacenere,verde,agenda,spinaci,libreria
cavolo,damigiana,rana,soglia,diario,soglia
giallo,equilatero,sole,panchina,cucchiaio,gessetto
pomodoro,caramella,penna,crostino,portafoglio,cipolla
coperta,panchina,diario,blu,forchetta,mais
spinaci,autostrada,giallo,cassettiera,equilatero,eccentrico
candela,forchetta,verde,menta,viola,pomodoro
forchetta,bidet,diario,menta,coperta,blu
blu,posacenere,mais,coccodrillo,lavagna,satellite
succo,soglia,braccialetto,giallo,eccentrico,sega
crostino,ciliegio,stuzzicadenti,blu,cucchiaio,panchina
stuzzicadenti,soglia,lavagna,ciliegio,menta,cavolo
sole,pomodoro,succo,bersaglio,menta,posacenere
lattuga,soglia,libreria,equilibrio,portafoglio,sega
cavolo,eccentrico,ciotola,agenda,blu,coccodrillo
giallo,caramella,giallo,leone,leone,equilatero
equilatero,bidet,cucchiaio,penna,﻿anello,forchetta
spremiagrumi,bidet,piatto,damigiana,candela,soglia
viola,satellite,mappa,documento,cucchiaio,leone
candela,limone,menta,autorità,cipolla,damigiana
giallo,bidet,panchina,ciliegio,piatto,lanterna
diario,satellite,cucchiaio,limone,lattuga,libreria
braccialetto,spinaci,menta,ciliegio,rosa,eccentrico
succo,leone,﻿anello,equilatero,cucchiaio,satellite
caramella,ciliegio,cucchiaio,menta,rosa,limone
viola,posacenere,diario,lanterna,diario,panchina
autostrada,appuntamento,blu,lattuga,gessetto,sole
leone,caramella,verde,mappa,portafoglio,sole
ciotola,mappa,ciliegio,agenda,stuzzicadenti,eccentrico
ciotola,lattuga,cucchiaio,rana,cucchiaio,damigiana
penna,portafoglio,portafoglio,coccodrillo,giallo,lattuga
verde,pidocchio,bidet,bersaglio,stuzzicadenti,succo
penna,spinaci,candela,equilibrio,coperta,ciliegio
coperta,lavagna,equilatero,ciliegio,portafoglio,viola
stuzzicadenti,cipolla,timone,cassettiera,verde,ciliegio
portafoglio,lanterna,spremiagrumi,posacenere,blu,crostino
viola,limone,lavagna,giallo,cucchiaio,succo
posacenere,lanterna,fiammifero,sole,lattuga,satellite
fiammifero,pidocchio,rosa,appuntamento,﻿anello,cipolla
mais,cassettiera,braccialetto,rosa,timone,giallo
piatto,caramella,lanterna,equilatero,sole,autostrada
ciliegio,satellite,fiammifero,succo,﻿anello,caramella
menta,appuntamento,ciliegio,bersaglio,agenda,autorità
libreria,cassettiera,candela,panchina,sega,bersaglio
blu,viola,cuscino,piatto,cuscino,bidet
cipolla,leone,coperta,viola,candela,libreria
portafoglio,appuntamento,braccialetto,cavolo,spinaci,appuntamento
coperta,menta,stuzzicadenti,bersaglio,spremiagrumi,autorità
stuzzicadenti,bidet,piatto,agenda,verde,cassettiera
posacenere,agenda,cavolo,agenda,succo,eccentrico
stuzzicadenti,mais,lattuga,caramella,ciliegio,appuntamento
mais,mappa,fiammifero,timone,viola,ciliegio
coccodrillo,posacenere,satellite,documento,﻿anello,cuscino
pomodoro,coccodrillo,cucchiaio,posacenere,coccodrillo,satellite
rosa,pidocchio,fiammifero,penna,coperta,succo
equilatero,damigiana,giallo,cipolla,cavolo,leone
fiammifero,sega,timone,libreria,lavagna,cavolo
candela,verde,﻿anello,fiammifero,viola,crostino
piatto,cavolo,crostino,caramella,rosa,sole
verde,cavolo,coccodrillo,documento,rosa,sega
coperta,equilatero,blu,menta,portafoglio,autorità
piatto,panchina,viola,rosa,cucchiaio,sega
diario,portafoglio,coccodrillo,bersaglio,equilatero,mappa
giallo,agenda,candela,fiammifero,blu,mais
timone,spremiagrumi,timone,panchina,cuscino,crostino
damigiana,equilibrio,lanterna,soglia,blu,spremiagrumi
gessetto,ciliegio,crostino,mappa,cucchiaio,cipolla
gessetto,autostrada,viola,agenda,gessetto,sega
cipolla,mappa,limone,panchina,bidet,satellite
forchetta,caramella,succo,spinaci,piatto,equilatero
cavolo,cipolla,cucchiaio,fiammifero,giallo,spinaci
agenda,autostrada,damigiana,soglia,cucchiaio,crostino
portafoglio,soglia,ciotola,penna,crostino,sega
giallo,ciliegio,panchina,appuntamento,caramella,bersaglio
giallo,autorità,stuzzicadenti,autostrada,portafoglio,giallo
ciotola,coperta,gessetto,autorità,braccialetto,caramella
eccentrico,appuntamento,spinaci,bersaglio,caramella,cassettiera
pomodoro,appuntamento,soglia,cassettiera,fiammifero,blu
piatto,lattuga,lanterna,equilibrio,cuscino,menta
braccialetto,bersaglio,timone,satellite,forchetta,cavolo
gessetto,lavagna,giallo,mais,mais,bidet
timone,mappa,sole,equilibrio,spinaci,eccentrico
ciotola,viola,limone,lattuga,piatto,libreria
rosa,pomodoro,﻿anello,soglia,lavagna,pidocchio
lavagna,portafoglio,verde,libreria,lattuga,cassettiera
spinaci,sega,ciotola,satellite,portafoglio,blu
menta,equilibrio,caramella,equilibrio,stuzzicadenti,crostino
forchetta,crostino,cucchiaio,pidocchio,stuzzicadenti,rana
penna,bidet,rosa,satellite,portafoglio,succo
cipolla,eccentrico,piatto,autorità,verde,eccentrico
lavagna,soglia,timone,limone,candela,piatto
ciotola,rosa,timone,menta,diario,spinaci
succo,lattuga,lattuga,autorità,portafoglio,lattuga
forchetta,verde,diario,eccentrico,bersaglio,documento
cuscino,stuzzicadenti,sole,documento,diario,bersaglio
diario,lavagna,cuscino,cassettiera,forchetta,posacenere
﻿anello,spremiagrumi,rosa,spremiagrumi,blu,cassettiera
diario,stuzzicadenti,rana,documento,forchetta,rana
portafoglio,bersaglio,lavagna,equilatero,crostino,bersaglio
bidet,crostino,pomodoro,mappa,crostino,appuntamento
agenda,bersaglio,mais,damigiana,eccentrico,autorità
sole,mais,crostino,autorità,diario,fiammifero
libreria,agenda,cucchiaio,autorità,spinaci,mappa
lavagna,posacenere,forchetta,eccentrico,fiammifero,posacenere
verde,appuntamento,limone,cipolla,pomodoro,sega
cuscino,ciliegio,bidet,cassettiera,coccodrillo,panchina
portafoglio,spinaci,mais,panchina,cuscino,rana
braccialetto,bidet,leone,bersaglio,timone,bidet
menta,caramella,limone,ciliegio,bidet,caramella
blu,soglia,leone,panchina,﻿anello,autostrada
fiammifero,giallo,portafoglio,bidet,pomodoro,autorità
gessetto,mappa,gessetto,soglia,blu,succo
succo,appuntamento,candela,coccodrillo,pomodoro,equilibrio
rosa,panchina,forchetta,lanterna,gessetto,cipolla
candela,blu,lanterna,caramella,portafoglio,cavolo
fiammifero,ciliegio,forchetta,mappa,lavagna,equilibrio
coperta,spinaci,menta,sega,leone,crostino
cuscino,lavagna,blu,sole,diario,autorità
giallo,coccodrillo,sega,ciliegio,limone,pomodoro
coccodrillo,autostrada,timone,cavolo,rosa,autorità
penna,timone,rana,posacenere,menta,mais
candela,bersaglio,posacenere,equilatero,viola,documento
lavagna,rana,equilatero,cassettiera,portafoglio,mais
timone,caramella,cuscino,panchina,blu,ciliegio
lattuga,damigiana,lavagna,libreria,spinaci,documento
pomodoro,equilatero,timone,lattuga,piatto,menta
bidet,ciliegio,penna,stuzzicadenti,equilatero,autorità
cuscino,spremiagrumi,coperta,sole,blu,libreria
posacenere,caramella,penna,caramella,ciotola,ciliegio
forchetta,sega,pidocchio,damigiana,candela,crostino
penna,viola,succo,mais,penna,agenda
mappa,equilibrio,cuscino,leone,pidocchio,sega
braccialetto,documento,braccialetto,ciliegio,pidocchio,autostrada
caramella,libreria,verde,documento,diario,equilibrio
timone,sega,coperta,rana,pomodoro,eccentrico
﻿anello,damigiana,timone,posacenere,ciotola,caramella
forchetta,coccodrillo,eccentrico,equilibrio,panchina,soglia
equilatero,sega,cavolo,soglia,rosa,bersaglio
lavagna,sole,penna,rana,verde,equilatero
viola,leone,ciotola,stuzzicadenti,candela,posacenere
leone,sega,fiammifero,damigiana,﻿anello,autorità
bidet,pidocchio,braccialetto,autorità,gessetto,satellite
lavagna,panchina,rana,ciliegio,succo,mappa
sega,appuntamento,mais,autostrada,sole,mappa
stuzzicadenti,satellite,portafoglio,stuzzicadenti,bidet,autostrada
cuscino,viola,leone,autostrada,sole,equilatero
candela,sole,spinaci,damigiana,diario,bidet
lattuga,lanterna,limone,appuntamento,sega,mappa
panchina,bidet,menta,bidet,coperta,pidocchio
penna,bersaglio,agenda,cassettiera,braccialetto,stuzzicadenti
timone,pomodoro,lavagna,verde,gessetto,appuntamento
cavolo,mais,verde,equilibrio,equilatero,appuntamento
spremiagrumi,ciliegio,coccodrillo,equilibrio,pidocchio,mappa
fiammifero,lavagna,posacenere,libreria,forchetta,soglia
stuzzicadenti,libreria,eccentrico,libreria,lavagna,mais
giallo,spremiagrumi,fiammifero,autorità,cucchiaio,cuscino
spremiagrumi,eccentrico,penna,coccodrillo,timone,lanterna
diario,mais,cuscino,succo,crostino,cassettiera
cavolo,lattuga,blu,leone,agenda,soglia
verde,rosa,cucchiaio,soglia,posacenere,eccentrico
lattuga,sega,stuzzicadenti,ciliegio,candela,mais
diario,soglia,verde,limone,forchetta,ciliegio
braccialetto,cuscino,bersaglio,cassettiera,eccentrico,cassettiera
sega,libreria,lavagna,stuzzicadenti,gessetto,leone
posacenere,autorità,eccentrico,mappa,succo,damigiana
coperta,satellite,forchetta,spremiagrumi,panchina,caramella
lattuga,leone,timone,coccodrillo,braccialetto,autostrada
penna,mais,piatto,blu,diario,autostrada
candela,pidocchio,verde,crostino,﻿anello,blu
caramella,damigiana,coccodrillo,sega,braccialetto,libreria
blu,appuntamento,spinaci,equilatero,pomodoro,libreria
forchetta,bersaglio,libreria,documento,forchetta,appuntamento
sole,libreria,rosa,crostino,coperta,appuntamento
damigiana,autostrada,sole,soglia,forchetta,autostrada
lavagna,eccentrico,cavolo,mappa,spinaci,pomodoro
